Species,longitude,latitude,prov,date,key
Helianthus angustifolius,-75.822083,38.551986,idigbio,9/24/2014,cbe7ee25-5f3f-4794-9f28-5dad57ebd8c9
Helianthus angustifolius,-82.6017,29.9703,idigbio,9/30/2011,cc969607-11ad-4cc9-a050-cdb0708d62df
Helianthus angustifolius,-92.7667,32.4833,idigbio,11/6/1975,ccb2cc55-6a82-480e-b830-5aab5481fbf1
Helianthus angustifolius,-91.8017985,32.82134371,idigbio,10/4/1936,cd268d60-986a-4284-bea2-c6e686ae6907
Helianthus angustifolius,-81.3249,28.3429,idigbio,11/4/2011,ce611717-6175-45d0-bd79-7ddc8ed9fef4
Helianthus angustifolius,-85.02703411,30.05767656,idigbio,10/22/1993,cea81971-8c1f-41db-a3d4-051808fdc530
Helianthus angustifolius,-74.54543,39.763174,idigbio,8/31/1905,d00011c4-afb4-4a22-a09e-5fc7ffed1461
Helianthus angustifolius,-80.492525,32.821697,idigbio,10/30/2015,d184d4b2-d08e-41cd-8719-b5b6d6318068
Helianthus angustifolius,-74.938226,39.524838,idigbio,NA,d29cbcbd-3917-423f-a39a-4b788098b7c6
Helianthus angustifolius,-96.14945895,31.70503468,idigbio,10/16/1954,d2fe8461-0760-4fa3-9606-cec50e86ce93
Helianthus angustifolius,-88.83139,32.116119,idigbio,7/23/1955,d38e3829-77aa-4afd-9915-ea064aa25766
Helianthus angustifolius,-85.06420265,29.79454519,idigbio,11/8/1985,d4267da0-6d89-43df-89f5-9668b03693f9
Helianthus angustifolius,-95.325103,35.064463,idigbio,9/27/1981,d5d4f8c9-3c8f-4f3b-8587-7270f1e83ba5
Helianthus angustifolius,-93.0167,32.5333,idigbio,10/1/1974,d648f474-1e70-4b8e-830a-e079106116ac
Helianthus angustifolius,-87.627209,31.007682,idigbio,10/24/1932,d657e154-5239-4cf2-b0ee-e96836ad07f0
Helianthus angustifolius,-89.11786907,30.51512828,idigbio,10/20/1975,d6d84b98-f0fd-46a1-8bc4-915c97560346
Helianthus angustifolius,-94.376594,30.771232,idigbio,10/8/1979,d7ade037-e514-46d5-b989-6d83475bdb25
Helianthus angustifolius,-94.390222,30.332373,idigbio,9/28/1971,d80d3263-c95a-4ed4-aa8d-d35a4c4caa09
Helianthus angustifolius,-86.4758333,31.6891667,idigbio,NA,d80d7667-c256-41fb-af07-21568432ecaa
Helianthus angustifolius,-76.9036,38.8386,idigbio,9/26/1919,d9602f09-1052-4b00-be66-d01299602d3e
Helianthus angustifolius,-81.9231,27.5042,idigbio,10/30/1991,d98d269a-889a-484a-a0ce-3de13a7de42d
Helianthus angustifolius,-83.60258136,30.04770357,idigbio,10/8/1960,d9e9a731-90e1-4120-b857-63cc4de10c27
Helianthus angustifolius,-82.4193797,28.55197426,idigbio,10/12/1959,da70c9b5-6594-488a-9b73-aff05e51c112
Helianthus angustifolius,-96.148585,32.87179,idigbio,10/18/1980,da8a9592-7c85-4dfb-88de-7e6d35cfa80f
Helianthus angustifolius,-80.9875,28.4986,idigbio,10/14/2013,db259247-4682-42e2-8e7c-bf61eb39ef5c
Helianthus angustifolius,-95.434256,29.167828,idigbio,NA,dbea3327-5d3f-4569-a1a8-23583440b721
Helianthus angustifolius,-82.1914,27.3844,idigbio,11/3/2008,dc8356dc-23b7-4b9e-ac89-5f5efc8edf84
Helianthus angustifolius,-76.848306,39.099275,idigbio,NA,dc8c7480-ae45-441b-b730-bb9a93650b1e
Helianthus angustifolius,-93.21024,32.54143,idigbio,11/5/2011,dde59b66-c5d6-41fc-964f-43aa2a86a8ed
Helianthus angustifolius,-88.96111,30.21087,idigbio,8/22/1965,dea8eec7-f92f-4ce7-ae0d-da76e13c6c01
Helianthus angustifolius,-87.0591667,31.6869444,idigbio,NA,e0f1c0da-9461-479b-87b5-7a9c12c01450
Helianthus angustifolius,-89.360268,34.439876,idigbio,9/25/1965,e10fc5bd-e495-4742-ad63-32c749b0e462
Helianthus angustifolius,-76.780282,39.039126,idigbio,9/9/1944,e259ae36-cd68-4075-b101-c226b191b68a
Helianthus angustifolius,-77.0019,38.9508,idigbio,1879-09-16,e33704c1-bc6f-4a0b-be63-3b02c2e29cff
Helianthus angustifolius,-76.9453,39.0356,idigbio,10/24/1916,e4488fe8-9dcd-4eef-8331-34bf1829ac04
Helianthus angustifolius,-86.923225,34.073027,idigbio,10/4/1972,e4c54bca-36ef-485d-a677-01f08f93c923
Helianthus angustifolius,-83.039333,30.580667,idigbio,10/17/2000,e5287b7f-3656-432d-8309-0fa74ccb3c54
Helianthus angustifolius,-86.0605,31.9363,idigbio,10/11/2006,e62fc972-2489-4029-9aa0-0118fdacceeb
Helianthus angustifolius,-81.845833,33.309722,idigbio,9/29/2007,e64081f8-9d09-44a6-bceb-88c157bc0bff
Helianthus angustifolius,-89.24109,31.14201,idigbio,7/7/1965,e7c7eef6-23e4-4950-8216-36f37c2454ad
Helianthus angustifolius,-96.512789,31.027042,idigbio,10/4/1981,e800b538-608f-479d-bcb5-7985cbc1d509
Helianthus angustifolius,-93.0166667,32.5333333,idigbio,10/3/1974,e80ee032-d70b-4a3c-8531-8cf1b0728bc6
Helianthus angustifolius,-96.148585,32.87179,idigbio,10/12/1953,e94da80c-2106-4f33-8164-6092ffef35c3
Helianthus angustifolius,-86.5258333,31.5952778,idigbio,NA,e951e8c0-223d-418f-af8a-aa827bf3ee36
Helianthus angustifolius,-85.21588682,30.79580637,idigbio,10/21/1955,e9b37255-fbd5-417b-968d-79dd0ba972cb
Helianthus angustifolius,-84.466667,37.526667,idigbio,12/6/2013,ea400dd6-2cd6-4b9f-9deb-6310f2c20cb6
Helianthus angustifolius,-89.570565,30.392104,idigbio,9/7/1990,ea98ef74-1ed8-4d4e-92d5-43ec80dd744c
Helianthus angustifolius,-90.16807,30.53323,idigbio,10/10/2010,eadf788f-0f8e-48b8-84f9-bf9282ba7208
Helianthus angustifolius,-82.84523408,28.17050317,idigbio,11/14/1969,eb2361b9-9ed6-4547-95df-f47966e34396
Helianthus angustifolius,-84.61353416,30.57974529,idigbio,11/4/1980,ebfa0595-a0d1-4460-88e9-72b956ca961e
Helianthus angustifolius,-94.30564,32.162355,idigbio,10/3/1965,ecf73b63-4245-44fc-8b3d-1ce756b7b5c5
Helianthus angustifolius,-82.4111,28.1244,idigbio,11/17/2016,ed75e979-8feb-4b5e-98b6-f93c4cc36536
Helianthus angustifolius,-94.766033,29.52605,idigbio,10/15/2014,eec4eda6-1a15-4965-9838-d0621024a0b5
Helianthus angustifolius,-89.621438,30.390554,idigbio,10/5/1975,eee493eb-873e-4745-a093-582484d31d12
Helianthus angustifolius,-88.488101,30.611328,idigbio,NA,eee9dd15-0ed9-48ca-b45c-711dfbdfd42c
Helianthus angustifolius,-85.42274,30.72688,idigbio,9/9/2016,ef6f53d0-6aec-4e07-9392-e604f93e186b
Helianthus angustifolius,-78.2468902,34.07945283,idigbio,10/11/1966,f00a37d5-a207-430c-9284-4794b5b63525
Helianthus angustifolius,-74.647936,39.528728,idigbio,1869-09-09,f0b49ede-ea28-44fb-a1ea-e06189a77795
Helianthus angustifolius,-85.69247134,32.38650054,idigbio,9/26/1965,f21561a7-32c2-4f64-be1d-07759cb22c8a
Helianthus angustifolius,-84.23434754,30.87515641,idigbio,10/26/1963,f2e8a300-1a05-41b2-82a8-e211460aeb76
Helianthus angustifolius,-84.27766976,30.45845973,idigbio,11/11/1980,f3488dfd-4a2b-4b3a-90ff-060388a04303
Helianthus angustifolius,-96.148585,32.87179,idigbio,10/25/1980,f4a5b9e3-227d-474a-b92b-0693a07e7c15
Helianthus angustifolius,-82.2452472,28.134552,idigbio,10/31/2003,f4b890ab-ec66-4e9f-b857-374c4d13c241
Helianthus angustifolius,-84.27766976,30.45845973,idigbio,NA,f510a7bc-1ff4-4010-98fc-7825810631f6
Helianthus angustifolius,-81.1625,28.7761,idigbio,10/21/2012,f51a0aea-316d-4371-b6b7-55fbc346b00b
Helianthus angustifolius,-93.893898,30.121308,idigbio,11/4/1969,f6954f8f-ea25-4e9d-8a60-056fa0b36e55
Helianthus angustifolius,-95.639306,29.371583,idigbio,7/21/2011,f70062f7-190d-458c-ab6d-68d671bebebc
Helianthus angustifolius,-82.45989628,28.8525453,idigbio,10/7/1972,f8b99fe9-318d-4758-80fe-ef53b6bd590c
Helianthus angustifolius,-84.27766976,30.45845973,idigbio,NA,f9c7c5e5-f8b5-4136-bad2-3221bb21255e
Helianthus angustifolius,-96.148585,32.87179,idigbio,9/25/1960,fafc7459-bad4-4afe-956b-8e751993fe78
Helianthus angustifolius,-83.60258136,30.04770357,idigbio,10/9/1954,fbe9a6f7-220e-4906-9e2c-e6debe5fb8da
Helianthus angustifolius,-80.5472,27.7678,idigbio,11/1/2014,fc45310a-ca63-4d2b-b791-76632132d1c9
Helianthus angustifolius,-94.611849,31.254765,idigbio,9/29/1945,fcd59b6f-cd07-43f6-bd2f-f006e207640c
Helianthus angustifolius,-96.512789,31.027042,idigbio,3/13/1946,fd0d1126-e2a7-4852-a85b-2af94d034d72
Helianthus angustifolius,-89.360268,34.439876,idigbio,9/25/1965,fd1c3a6f-c150-4605-9051-9802731b78a4
Helianthus angustifolius,-87.36547311,31.57116368,idigbio,10/24/2000,fd40d5ea-a35a-4f72-a5bc-c215e4eebd8c
Helianthus angustifolius,-92.75,32.5167,idigbio,10/17/1977,fe171709-baf3-4379-8aea-0a5657861d56
Helianthus angustifolius,-84.40394371,30.17056524,idigbio,NA,ff590075-1add-41b7-8b69-7cb8b68a2afb
Helianthus angustifolius,-89.412173,30.31946,idigbio,10/20/2011,ff7620c0-4ba0-4ee2-aa77-9ce0763c5c71
Helianthus angustifolius,-89.29252,34.373019,idigbio,9/20/2000,ff925c52-8757-4986-976d-044692a57ff4
Helianthus atrorubens,-78.994918,35.213193,gbif,4/26/2019,2242763425
Helianthus atrorubens,-78.860855,36.070538,gbif,4/29/2019,2242792987
Helianthus atrorubens,-85.255005,35.87652,gbif,5/29/2019,2529357050
Helianthus atrorubens,-84.71695,35.902155,gbif,5/15/2019,2540729085
Helianthus atrorubens,-84.850655,35.947028,gbif,5/28/2019,2540729639
Helianthus atrorubens,-85.000869,35.953863,gbif,6/4/2019,2265805531
Helianthus atrorubens,-82.07563,35.36607,gbif,6/14/2019,2269243434
Helianthus atrorubens,-80.710609,34.961708,gbif,7/5/2019,2283172723
Helianthus atrorubens,-87.339875,35.482703,gbif,8/11/2019,2350391992
Helianthus atrorubens,-82.854562,32.740361,gbif,8/13/2019,2366038896
Helianthus atrorubens,-84.716897,35.902038,gbif,8/11/2019,2397499168
Helianthus atrorubens,-81.464565,36.170002,gbif,8/21/2019,2397512363
Helianthus atrorubens,-79.081642,36.035678,gbif,9/11/2019,2423060901
Helianthus atrorubens,-79.975442,35.317283,gbif,9/1/2019,2429239675
Helianthus atrorubens,-86.358269,34.067982,gbif,9/28/2019,2429306943
Helianthus atrorubens,-84.937333,36.10872,gbif,9/17/2019,2517956763
Helianthus atrorubens,-89.439832,31.38604,gbif,10/1/2019,2429359639
Helianthus atrorubens,-79.052744,35.871797,gbif,6/24/2018,1883465510
Helianthus atrorubens,-85.630706,34.384831,gbif,6/26/2018,1883929927
Helianthus atrorubens,-85.129914,35.588599,gbif,6/28/2018,2540716840
Helianthus atrorubens,-79.276899,35.578267,gbif,7/6/2018,1883506456
Helianthus atrorubens,-77.059144,35.011872,gbif,8/2/2018,1890685202
Helianthus atrorubens,-80.670093,34.827693,gbif,8/10/2018,1891306428
Helianthus atrorubens,-89.405319,31.343883,gbif,9/8/2018,1913164985
Helianthus atrorubens,-84.157894,35.04032,gbif,9/1/2018,2013684672
Helianthus atrorubens,-80.832923,34.515906,gbif,9/30/2018,2245575133
Helianthus atrorubens,-84.915488,35.781522,gbif,9/1/2018,2540718138
Helianthus atrorubens,-84.650558,36.342847,gbif,9/2/2018,2540718230
Helianthus atrorubens,-84.634903,36.389962,gbif,9/2/2018,2540718245
Helianthus atrorubens,-84.915763,35.775475,gbif,9/15/2018,2540718560
Helianthus atrorubens,-89.405216,31.343806,gbif,9/8/2018,2557631423
Helianthus atrorubens,-89.406253,31.344683,gbif,10/15/2018,1945422711
Helianthus atrorubens,-79.105457,36.094614,gbif,7/8/2017,1572379543
Helianthus atrorubens,-79.108846,36.104265,gbif,7/8/2017,1572379972
Helianthus atrorubens,-79.301737,35.67105,gbif,7/13/2017,1580509319
Helianthus atrorubens,-79.968712,35.319313,gbif,7/13/2017,1580509350
Helianthus atrorubens,-83.257279,35.079191,gbif,7/23/2017,1584418403
Helianthus atrorubens,-83.187263,35.020997,gbif,8/6/2017,1586141302
Helianthus atrorubens,-83.19693,34.997605,gbif,8/6/2017,1586141371
Helianthus atrorubens,-78.988205,35.842895,gbif,8/9/2017,1586155402
Helianthus atrorubens,-78.732483,36.150119,gbif,8/27/2017,1640062037
Helianthus atrorubens,-81.412241,34.776008,gbif,8/30/2017,1849099594
Helianthus atrorubens,-82.742425,35.10205,gbif,9/8/2017,1640109853
Helianthus atrorubens,-79.902028,35.509059,gbif,9/22/2017,2234509125
Helianthus atrorubens,-79.369855,35.152039,gbif,10/8/2017,1671730701
Helianthus atrorubens,-79.117661,35.845992,gbif,10/9/2017,1805372533
Helianthus atrorubens,-79.993868,35.368061,gbif,10/25/2017,2234509093
Helianthus atrorubens,-78.98199,36.117111,gbif,6/11/2016,2269332563
Helianthus atrorubens,-78.989503,35.852081,gbif,8/27/2016,1323000983
Helianthus atrorubens,-79.052803,35.871967,gbif,9/15/2016,1323000678
Helianthus atrorubens,-79.109139,36.105147,gbif,9/13/2016,1453176438
Helianthus atrorubens,-79.636803,35.027841,gbif,9/10/2016,1805376910
Helianthus atrorubens,-81.765499,34.433488,gbif,9/9/2016,1849101209
Helianthus atrorubens,-79.959833,35.303621,gbif,10/30/2016,1453182336
Helianthus atrorubens,-79.985681,35.398486,gbif,10/2/2016,1453191079
Helianthus atrorubens,-86.165774,32.269834,gbif,10/14/2016,1850990387
Helianthus atrorubens,-81.298429,34.450746,gbif,8/19/2015,1849181666
Helianthus atrorubens,-79.108966,36.105033,gbif,9/20/2015,1269538472
Helianthus atrorubens,-79.08178,36.0359,gbif,10/17/2015,1563414527
Helianthus atrorubens,-82.476736,35.676584,gbif,8/21/2014,2269204976
Helianthus atrorubens,-79.5794,33.2613,gbif,8/31/2012,1849138985
Helianthus atrorubens,-79.5803,33.2614,gbif,8/31/2012,1849141665
Helianthus atrorubens,-79.6072,33.2352,gbif,9/28/2012,1849107654
Helianthus atrorubens,-79.6217,33.2217,gbif,9/28/2012,1849120786
Helianthus atrorubens,-79.6195,33.2136,gbif,9/14/2012,1849149027
Helianthus atrorubens,8.357506,54.976234,gbif,9/7/2012,922043755
Helianthus atrorubens,-30.3087,38.51677,gbif,9/13/2010,1849106650
Helianthus atrorubens,-84.5105,36.6382,gbif,9/8/2010,1978004194
Helianthus atrorubens,-80.4777,33.6932,gbif,9/14/2009,1849136726
Helianthus atrorubens,-80.4777,33.6932,gbif,9/14/2009,1849146745
Helianthus atrorubens,-80.47769,33.69319,gbif,9/14/2009,2422481336
Helianthus atrorubens,-85.47083,33.99455,gbif,9/26/2007,217061915
Helianthus atrorubens,-82.7804,34.9451,gbif,8/25/2004,1849162233
Helianthus atrorubens,-79.271111,35.916944,gbif,8/22/2004,2234437548
Helianthus atrorubens,-79.271111,35.916944,gbif,8/22/2004,2234438519
Helianthus atrorubens,-85.71638,34.76722,gbif,9/19/2004,122232772
Helianthus atrorubens,-82.1979,35.7711,gbif,8/14/2003,1269730960
Helianthus atrorubens,-83.1502,34.7798,gbif,10/28/2003,1849171256
Helianthus atrorubens,-83.1502,34.7798,gbif,10/16/2003,1849186440
Helianthus atrorubens,-86.8257,33.8906,gbif,1/1/2003,1300487772
Helianthus atrorubens,-81.6873,33.9735,gbif,8/14/2002,1849113532
Helianthus atrorubens,-79.5159,33.7228,gbif,9/21/2002,1849176689
Helianthus atrorubens,-85.55722,33.79611,gbif,9/15/2002,56586091
Helianthus atrorubens,13.2483,48.3311,gbif,10/8/2000,10183106
Helianthus atrorubens,-81.0951,34.0858,gbif,8/28/1999,1849165562
Helianthus atrorubens,-86.42667,33.87861,gbif,9/19/1998,56585841
Helianthus atrorubens,-82.033333,33.783333,gbif,8/29/1996,1304585664
Helianthus atrorubens,-82.03,33.78,gbif,8/29/1996,1929559797
Helianthus atrorubens,-83.32805,34.68888,gbif,9/30/1993,415923786
Helianthus atrorubens,-80.08333,35.43333,gbif,9/17/1992,1261310511
Helianthus atrorubens,-80.93055,34.03583,gbif,9/19/1991,415907037
Helianthus atrorubens,-86,35,gbif,8/13/1987,1978024618
Helianthus atrorubens,-87.5,33.3,gbif,10/7/1987,56585784
Helianthus atrorubens,-77,37,gbif,10/19/1985,1563483427
Helianthus atrorubens,-77,36,gbif,10/19/1985,1563542104
Helianthus atrorubens,-77,36,gbif,10/19/1985,1563550856
Helianthus atrorubens,-77,36,gbif,10/19/1985,1563581998
Helianthus atrorubens,-77,36,gbif,10/19/1985,1563582400
Helianthus atrorubens,-86.04166,33.77028,gbif,7/27/1982,56586161
Helianthus atrorubens,-83.422185,35.150474,gbif,8/12/1982,2273387843
Helianthus atrorubens,-87.5,33.3,gbif,9/18/1980,56585450
Helianthus atrorubens,-87.5,33.3,gbif,9/20/1967,56585776
Helianthus atrorubens,-89.22,32,gbif,9/9/1967,56586258
Helianthus atrorubens,-90.050106,38.600328,gbif,8/10/1961,2234518475
Helianthus atrorubens,-77.3669,38.5839,gbif,9/3/1949,1319766376
Helianthus atrorubens,-86.078986,35.575064,gbif,8/6/1938,2242401111
Helianthus atrorubens,-82.55583,35.58,gbif,1899-08-25,415907039
Helianthus atrorubens,-85.58334,34.56667,gbif,1898-09-11,56585445
Helianthus atrorubens,-85.58334,34.56667,gbif,1898-09-05,56585456
Helianthus atrorubens,-83.92083,35.96055,gbif,1896-07-01,415907038
Helianthus atrorubens,-85.85,33.27,gbif,1886-08-20,56585448
Helianthus atrorubens,-86.83334,34.16667,gbif,1886-08-18,56585453
Helianthus atrorubens,-80.96111,33.59083,gbif,NA,1144613554
Helianthus atrorubens,-77,36,gbif,NA,1302304772
Helianthus atrorubens,-77,36,gbif,NA,1302304773
Helianthus atrorubens,-77,36,gbif,NA,1302304787
Helianthus atrorubens,-77,36,gbif,NA,1302304803
Helianthus atrorubens,-77,37,gbif,NA,1302304804
Helianthus atrorubens,-77.366944,38.583889,gbif,NA,1304841699
Helianthus atrorubens,-84.483333,34.233333,gbif,NA,1305015146
Helianthus atrorubens,-79.8,35.7,gbif,NA,1305015149
Helianthus atrorubens,-86.825833,33.890556,gbif,NA,1305015161
Helianthus atrorubens,-81.066667,32.283333,gbif,NA,1305015162
Helianthus atrorubens,-77,36,gbif,NA,1305015164
Helianthus atrorubens,-77,36,gbif,NA,1305015165
Helianthus atrorubens,-83.348056,34.660278,gbif,NA,1305015174
Helianthus atrorubens,-77,36,gbif,NA,1305015175
Helianthus atrorubens,-84.316667,32.883333,gbif,NA,1305015176
Helianthus atrorubens,-81.066667,32.283333,gbif,NA,1305015183
Helianthus atrorubens,-84.7,33.016667,gbif,NA,1305015185
Helianthus atrorubens,-83.183333,34.5,gbif,NA,1305015190
Helianthus atrorubens,-79.525556,33.194444,gbif,NA,1305015191
Helianthus atrorubens,-85.866667,34.416667,gbif,NA,1305015193
Helianthus atrorubens,-78.5,34.316667,gbif,NA,1305015194
Helianthus atrorubens,-77,36,gbif,NA,1305015198
Helianthus atrorubens,-88.691667,36.608333,gbif,NA,1305015202
Helianthus atrorubens,-82.966667,34.583333,gbif,NA,1305015203
Helianthus atrorubens,-81.1,33.816667,gbif,NA,1305015216
Helianthus atrorubens,-81.65,35.65,gbif,NA,1305015219
Helianthus atrorubens,-77,37,gbif,NA,1305015235
Helianthus atrorubens,-82.700124,35.254281,gbif,NA,2273388146
Helianthus atrorubens,-82.700124,35.254281,gbif,NA,2273388697
Helianthus atrorubens,13.208268,48.324944,gbif,NA,2552096658
Helianthus atrorubens,-84.31667,32.88333,gbif,NA,40895452
Helianthus atrorubens,-84.7,33.01667,gbif,NA,40895453
Helianthus atrorubens,-84.48333,34.23333,gbif,NA,40895454
Helianthus atrorubens,-83.18333,34.5,gbif,NA,40895455
Helianthus atrorubens,-82.96667,34.58333,gbif,NA,40895456
Helianthus atrorubens,-81.1,33.81667,gbif,NA,40895457
Helianthus atrorubens,-78.5,34.31667,gbif,NA,40895458
Helianthus atrorubens,-77,36,gbif,NA,40895486
Helianthus atrorubens,-77,36,gbif,NA,40895487
Helianthus atrorubens,-77,36,gbif,NA,40895488
Helianthus atrorubens,-77,36,gbif,NA,40895489
Helianthus atrorubens,-77,37,gbif,NA,40895490
Helianthus atrorubens,-88.69167,36.60833,gbif,NA,40895728
Helianthus atrorubens,-86.82583,33.89056,gbif,NA,40895834
Helianthus atrorubens,-82.824167,34.636389,idigbio,9/16/2005,0263d2ad-96c3-432e-9b5d-858a2284c504
Helianthus atrorubens,-81.61962543,35.04880139,idigbio,9/5/1993,086b6ac6-8e5d-4201-81c3-9b3c6807686c
Helianthus atrorubens,-83.1502,34.7798,idigbio,10/28/2003,087cd0a2-6bf1-4bb5-9490-fbe4c284cd7f
Helianthus atrorubens,-78.83111064,35.04993907,idigbio,9/5/1956,0998e282-a4ef-47a1-a7cd-99caf8423e23
Helianthus atrorubens,-82.79818855,35.20245822,idigbio,8/10/1960,0bf113e3-f7f0-4329-9afa-bb5c8af7a24a
Helianthus atrorubens,-82.615694,35.508779,idigbio,9/16/1934,0dc82670-54e5-453c-96b2-79c459cadbfc
Helianthus atrorubens,-79.115868,35.326948,idigbio,8/3/1977,0edc5f06-cb92-4a53-9563-58c6494ee681
Helianthus atrorubens,-79.72777314,33.62008657,idigbio,9/11/1986,10bbf115-5fab-4449-baee-87d0e752b3ad
Helianthus atrorubens,-89.565312,34.417829,idigbio,9/29/1988,128bcb82-fa7b-4ae9-bd52-537238c3ad76
Helianthus atrorubens,-80.832923,34.515906,idigbio,9/30/2018,162371fd-aa88-460f-ac34-fb422365750c
Helianthus atrorubens,-82.292477,35.286129,idigbio,9/18/1954,185bb198-9b87-4adf-9d06-a22edf25f9de
Helianthus atrorubens,-87.84360099,34.44195236,idigbio,9/7/1968,1b68b74a-d809-41c4-8f97-3ba49a688f0a
Helianthus atrorubens,-80.87334367,35.81028508,idigbio,9/9/1949,2478caf2-76f5-4141-b873-7dd00534f9ce
Helianthus atrorubens,-78.83111064,35.04993907,idigbio,9/5/1956,2ba5787f-0781-4571-a6dd-e9a185f12114
Helianthus atrorubens,-79.347142,35.149657,idigbio,7/28/1972,2e729821-135b-4e7f-85b0-fd499f2e5b6e
Helianthus atrorubens,-80.47769,33.69319,idigbio,9/14/2009,2fab48dd-29c3-475e-b487-99a4e516385a
Helianthus atrorubens,-85.21588682,30.79580637,idigbio,NA,3129f187-09c8-4c5e-b376-85c22aae75a4
Helianthus atrorubens,-79.6072,33.2352,idigbio,9/28/2012,31fd5877-cb5f-4cee-a057-21fb4b0d63d3
Helianthus atrorubens,-85.21588682,30.79580637,idigbio,9/22/1978,331002ff-3da0-4145-8c45-ba28bea68995
Helianthus atrorubens,-78.87017934,35.3690175,idigbio,9/15/1950,33404689-c690-4281-8591-8427d63ee14d
Helianthus atrorubens,-81.412241,34.776008,idigbio,8/30/2017,353223c7-88b6-4e29-b685-aed0e81f62b4
Helianthus atrorubens,-86.8694444,31.76822222,idigbio,NA,395c919e-50b1-44b5-9387-ddf3b6e98ee3
Helianthus atrorubens,-83.1502,34.7798,idigbio,10/16/2003,41551ffc-5f2c-4332-a0ad-3fd739cb4714
Helianthus atrorubens,-81.242331,32.577353,idigbio,9/9/1956,45430b12-dd33-4851-b4bd-a43fc714fca9
Helianthus atrorubens,-79.271111,35.916944,idigbio,8/22/2004,45fbc48e-7165-4bf7-97f8-709ffcdbf4f7
Helianthus atrorubens,-81.0951,34.0858,idigbio,8/28/1999,47a24bbf-2dac-4e5c-917c-1196984d70df
Helianthus atrorubens,-82.36939552,34.89505111,idigbio,9/12/1989,491e36b7-e5be-4ce5-90ce-1e35762efd35
Helianthus atrorubens,-81.6873,33.9735,idigbio,8/14/2002,4af29df0-0f14-44ad-918b-583f19a69f1c
Helianthus atrorubens,-82.268725,35.406507,idigbio,8/4/1951,4de76840-51bd-457f-98e5-396715e63123
Helianthus atrorubens,-82.1979,35.7711,idigbio,8/14/2003,52a0a427-4c6a-4961-8ff6-91c3b47db373
Helianthus atrorubens,-79.993868,35.368061,idigbio,10/25/2017,586eebca-c695-4c6d-8d27-8e54c13511b0
Helianthus atrorubens,-89.504207,34.46118,idigbio,9/29/1987,59211bc9-26f8-422f-a5b9-02900639f063
Helianthus atrorubens,-76.07200881,35.11362024,idigbio,8/12/1946,59fee458-2576-413f-95ac-4dbc61a8f252
Helianthus atrorubens,-79.52443713,37.3171318,idigbio,1872-09-05,5faccd1f-83ef-45c0-a727-9d6e3d4c3867
Helianthus atrorubens,-30.3087,38.51677,idigbio,9/13/2010,643e2172-8278-40d2-8859-2bb177dbfada
Helianthus atrorubens,-81.03212931,32.43784397,idigbio,9/8/1956,6b29c50d-1e08-4ccb-82d0-7d16d1449e09
Helianthus atrorubens,-88.625101,34.234108,idigbio,9/19/1986,6c4ef1ae-adb2-4262-8e7b-3b7bb6d03242
Helianthus atrorubens,-82.700124,35.254281,idigbio,NA,6d6b100d-b2a7-40c3-900a-d6813d2ed0fc
Helianthus atrorubens,-84.5105,36.6382,idigbio,9/8/2010,6d7e9107-53f1-4313-8aae-2d926f4dda8a
Helianthus atrorubens,-79.37225,35.255712,idigbio,7/25/1972,70a70c8b-7a2a-4ec5-b969-c026bed4bc2a
Helianthus atrorubens,-78.998368,33.629442,idigbio,10/25/1972,71f750be-a262-49e0-bb38-7998c5311814
Helianthus atrorubens,-82.615694,35.508779,idigbio,9/20/1934,7571394b-fe6a-4407-8fb7-3a2fb74ec863
Helianthus atrorubens,-79.367534,35.153836,idigbio,10/23/1965,790d87e4-1ac7-4af8-a8c9-e1e275a2f26f
Helianthus atrorubens,-80.4777,33.6932,idigbio,9/14/2009,791a4908-b28d-4db0-b2e9-db7b0c2a0c6e
Helianthus atrorubens,-86.843612,34.174821,idigbio,1897-09-10,7b39c2de-b78d-42ef-8fb6-f0fbdbfe30c2
Helianthus atrorubens,-81.765499,34.433488,idigbio,9/9/2016,7e52d412-fa04-48f4-907c-4e01b08971b2
Helianthus atrorubens,-90.050106,38.600328,idigbio,8/10/1961,7f69d19a-8c13-49ce-b0c9-313564e3d614
Helianthus atrorubens,-89.553846,34.430401,idigbio,9/21/1992,7fda1ae3-ba60-4615-bede-4bde7c077d96
Helianthus atrorubens,-85.21588682,30.79580637,idigbio,NA,807f2a8a-4fbd-4aa0-86dd-c2d94b15bcda
Helianthus atrorubens,-81.298429,34.450746,idigbio,8/19/2015,83dca766-22e7-46f1-ae5f-0d490eb2d18b
Helianthus atrorubens,-85.480782,32.609857,idigbio,1896-10-03,84411756-6ff2-4c7e-af5c-de5a68dff198
Helianthus atrorubens,-89.57056,34.42167,idigbio,10/4/1988,8577696f-dedb-41f4-9d63-dd2950262b97
Helianthus atrorubens,-81.2685,35.2406,idigbio,10/15/2013,86ffefaf-bfab-4015-a9dd-d9e4c2ec94e7
Helianthus atrorubens,-83.40249199,34.88223599,idigbio,9/1/1963,87ced1b7-0a0e-4e69-8aca-ccdbbf8bc41e
Helianthus atrorubens,-79.72777314,33.62008657,idigbio,9/11/1986,8ce71985-5800-44c4-baf3-0a8dde21916f
Helianthus atrorubens,-81.16006733,34.69225811,idigbio,9/5/1986,8ee4230b-5234-45f5-a10e-c4e4f2cb14d7
